Investigation.Type,Location,Abbreviation,Country,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,IDAHO FALLS,ID,United States,Substantial,CESSNA,425,2.0,Turbo Prop,Business,2.0,0.0,0.0,0.0,VMC
Accident,JACKSON,MS,United States,Substantial,BEECH,BE-23-A24R,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,SANDGAP,KY,United States,Destroyed,ROBINSON,R-44A,1.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC
Accident,BELLE GLADE,FL,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,CLARKSVILLE,FL,United States,Substantial,AIR TRACTOR,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,HARRISBURG,IL,United States,Substantial,SOCATA,TBM 700,1.0,Turbo Prop,Business,0.0,0.0,2.0,2.0,IMC
Accident,ROLLA,MO,United States,Destroyed,BEECH,BE-23,1.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Rangeley,ME,United States,Destroyed,BEECH,B200,2.0,Turbo Prop,Executive/corporate,2.0,0.0,0.0,1.0,VMC
Accident,Cleveland,TN,United States,Destroyed,HILLER,UH-12E,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,MINERAL WELLS,TX,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Business,1.0,0.0,0.0,1.0,VMC
Accident,FORT WORTH,TX,United States,Substantial,DE HAVILLAND,DHC-6-300,2.0,Turbo Prop,Business,0.0,0.0,0.0,3.0,VMC
Accident,Troy,AL,United States,Destroyed,LEARJET,LJ-60,2.0,Turbo Jet,Executive/corporate,0.0,2.0,0.0,1.0,VMC
Accident,SAN LUIS OBISPO,CA,United States,Substantial,CESSNA,310,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,SAN LUIS OBISPO,CA,United States,Substantial,CESSNA,T210L,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC
Accident,HOLTVILLE,CA,United States,Substantial,AYRES,S2R-T34,1.0,Turbo Prop,Aerial Application,0.0,1.0,1.0,1.0,VMC
Accident,CHILLICOTHE,OH,United States,Substantial,PIPER,PA 46-350P,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,IMC
Accident,Quincy,IL,United States,Minor,BELL,206L-1,1.0,Turbo Shaft,Business,0.0,1.0,0.0,2.0,VMC
Accident,ELY,NV,United States,Substantial,HUGHES,369D,1.0,Turbo Shaft,Business,0.0,0.0,0.0,4.0,VMC
Accident,Nashville,TN,United States,Destroyed,BEECH,F90-42,2.0,Turbo Prop,Business,4.0,0.0,0.0,1.0,VMC
Accident,Strasburg,CO,United States,Destroyed,BEECH,200,2.0,Turbo Prop,Business,10.0,0.0,0.0,1.0,IMC
Accident,NEW ORLEANS,LA,United States,Substantial,BRITISH AEROSPACE,HS.125-700A,2.0,Turbo Fan,Business,0.0,0.0,0.0,3.0,VMC
Accident,PINEDALE,WY,United States,Substantial,DASSAULT-BREGUET,MYSTERE FALCON 900,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,8.0,IMC
Accident,PIXLEY,CA,United States,Substantial,BELL,47G-5,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Ponce,PR,United States,Destroyed,PIPER,PA-30,2.0,Reciprocating,Business,1.0,0.0,0.0,1.0,VMC
Accident,WINTERHAVEN,CA,United States,Substantial,BELL,47-G3B1,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,OWASSO,OK,United States,Substantial,PIPER,PA-28-140,1.0,Reciprocating,Business,0.0,0.0,1.0,2.0,IMC
Accident,ENGLEWOOD,CO,United States,Substantial,CESSNA,441,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC
Accident,MUNFORD,AL,United States,Destroyed,CESSNA,421,2.0,Reciprocating,Business,5.0,0.0,0.0,1.0,IMC
Accident,PUNTA GORDA,FL,United States,Substantial,LEARJET,35A,2.0,Turbo Jet,Business,0.0,0.0,0.0,5.0,IMC
Accident,Waitsburg,WA,United States,Destroyed,GRUMMAN-SCHWEIZER,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,CANADIAN,TX,United States,Substantial,HUGHES,369D,1.0,Turbo Shaft,Business,0.0,0.0,0.0,3.0,VMC
Accident,MARICOPA,AZ,United States,Substantial,AIR TRACTOR,AT-802 A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,POPLARVILLE,MS,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,ALAMOSA,CO,United States,Substantial,CESSNA,340,2.0,Reciprocating,Business,0.0,0.0,0.0,6.0,VMC
Accident,Englewood,CO,United States,Destroyed,SOCATA,TBM 700,1.0,Turbo Prop,Business,1.0,0.0,0.0,1.0,IMC
Accident,DYER,TN,United States,Substantial,GRUMMAN,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WILLIAMSPORT,PA,United States,Substantial,CESSNA,172P,1.0,Reciprocating,Business,0.0,0.0,3.0,1.0,VMC
Accident,PEARLAND,TX,United States,Substantial,PIPER,PA-25-235,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Fort Lauderdale,FL,United States,Destroyed,PIPER,PA-32-300,1.0,Reciprocating,Business,4.0,1.0,0.0,1.0,VMC
Accident,ANGWIN,CA,United States,Substantial,CESSNA,421C,2.0,Reciprocating,Business,0.0,0.0,1.0,3.0,VMC
Accident,WARSAW,IL,United States,Substantial,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Dunlap,TN,United States,Destroyed,AIR TRACTOR,AT-602,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,ROSHARON,TX,United States,Substantial,GRUMMAN-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,PAULDEN,AZ,United States,Substantial,PIPER,PA-32RT-300T,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,HOUSTON,TX,United States,Substantial,EUROCOPTER,AS-350-B2,1.0,Turbo Shaft,Business,0.0,0.0,1.0,1.0,VMC
Accident,BENTON,PA,United States,Substantial,CONTINENTAL COPTERS,Tom Cat Mark 5A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,FORT PIERCE,FL,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,BUTTONWILLOW,CA,United States,Substantial,BELL,47G-4A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,BUTTE CITY,CA,United States,Substantial,SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,ANVIK,AK,United States,Substantial,HELIO,H-391B,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Anguilla,MS,United States,Destroyed,CESSNA,188B,1.0,Reciprocating,Aerial Application,2.0,0.0,0.0,1.0,VMC
Accident,Anguilla,MS,United States,Destroyed,AIR TRACTOR,502B,1.0,Turbo Prop,Aerial Application,2.0,0.0,0.0,1.0,VMC
Accident,JACKSON,TN,United States,Destroyed,PIPER,PA-31-T2,2.0,Turbo Prop,Executive/corporate,5.0,0.0,0.0,1.0,VMC
Accident,Mount Vernon,SD,United States,Destroyed,AIR TRACTOR,AT-402B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,Blakely,GA,United States,Destroyed,PIPER,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,Powhatan,AR,United States,Destroyed,GRUMMAN-SCHWEIZER,G-164B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,OIL TROUGH,AR,United States,Substantial,AIR TRACTOR,AT-400,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,MAGNOLIA,TX,United States,Substantial,CESSNA,210M,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC
Accident,RAYMORE,MO,United States,Substantial,CESSNA,R182,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,MARVELL,AR,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,2.0,1.0,VMC
Accident,La Crosse,WI,United States,Destroyed,POTEZ-AIR FOUGA,CM 170,2.0,Turbo Jet,Business,2.0,0.0,0.0,1.0,VMC
Accident,NEWPORT,AR,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Finley,TN,United States,Destroyed,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,IMC
Accident,PARIS,TX,United States,Substantial,WSK PZL MIELEC,M-18A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,CATRON,MO,United States,Substantial,AIR TRACTOR,AT-402,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,GREENWICH,CT,United States,Destroyed,PIPER,PA-32R-301,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,IMC
Accident,MOHALL,ND,United States,Substantial,AYRES,S2R-G1,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,PARIS,TX,United States,Substantial,AMERICAN CHAMPION (ACAC),8GCBC,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,MERIDIAN,CA,United States,Substantial,SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,SABINAL,TX,United States,Substantial,ROCKWELL INTERNATIONAL,S-2R,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,WILLOW,AK,United States,Substantial,GRUMMAN,G-164,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,GRYGLA,MN,United States,Substantial,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,ELLINWOOD,KS,United States,Substantial,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,BULLARD,TX,United States,Substantial,CLARK,CGS HAWK,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,MIDWAY,GA,United States,Substantial,HUGHES,TH-55,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,2.0,VMC
Accident,SECAUCUS,NJ,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,INDIANOLA,MS,United States,Substantial,BELL,47,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Cottonwood,ID,United States,Destroyed,ROCKWELL,S-2R-1200,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,BOCA RATON,FL,United States,Substantial,PIPER,PA-34-200T,2.0,Reciprocating,Business,0.0,0.0,12.0,2.0,VMC
Accident,SAN FRANCISCO,CA,United States,Substantial,BELL,206B,1.0,Turbo Shaft,Business,0.0,0.0,0.0,4.0,VMC
Accident,NEZ PERCE,ID,United States,Substantial,ROCKWELL INTERNATIONAL,S-2R,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,BLYTHE,CA,United States,Substantial,HILLER,UH-12E,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,MANDAN,ND,United States,Substantial,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WALKER,MN,United States,Substantial,SCHWEIZER,269C,1.0,Reciprocating,Business,0.0,0.0,3.0,1.0,VMC
Accident,LANGDON,ND,United States,Substantial,PIPER,PA-36-300,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Stow,MA,United States,Destroyed,PIPER,PA-46-310P,1.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC
Accident,Sidney,NY,United States,Destroyed,BEECH,58-TC,2.0,Reciprocating,Executive/corporate,3.0,0.0,0.0,1.0,IMC
Accident,PLAINFIELD,WI,United States,Substantial,SNOW,600-S2C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,CHENOA,IL,United States,Substantial,PIPER,PA-32-260,1.0,Reciprocating,Business,2.0,0.0,0.0,1.0,VMC
Accident,DODGE CENTER,MN,United States,Destroyed,GRUMMAN-SCHWEIZER,G-164A,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,PLACERVILLE,CA,United States,Substantial,CESSNA,172M,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,HASTINGS,NE,United States,Substantial,HILLER,UH-12E,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WHEELER,WI,United States,Substantial,BELL,47G-2,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,WALLACE,NE,United States,Substantial,AG-CAT CORPORATION,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WALL,SD,United States,Substantial,TAYLORCRAFT,BC12-D,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Incident,Kenesaw,NE,United States,Minor,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,EDMORE,ND,United States,Substantial,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,MCCARTHY,AK,United States,Substantial,CESSNA,U206,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC
Accident,EDISON,GA,United States,Substantial,GRUMMAN-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Whitakers,NC,United States,Destroyed,AIR TRACTOR,AT-402A,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,Pierre,SD,United States,Destroyed,AERO COMMANDER,S2R,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,CALLAWAY,NE,United States,Substantial,PIPER,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,LATAH,WA,United States,Substantial,ROCKWELL,S-2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WINNEMUCCA,NV,United States,Substantial,WEATHERLY,620B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,ANAKTUVUK PASS,AK,United States,Substantial,PIPER,PA-18,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,DUMAS,AR,United States,Substantial,WSK PZL MIELEC,M-18,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,KEY WEST,FL,United States,Substantial,PIPER,PA-32-260,1.0,Reciprocating,Business,2.0,0.0,0.0,1.0,VMC
Accident,SANDERSVILLE,GA,United States,Substantial,BEECH,BE-200,2.0,Turbo Prop,Business,0.0,1.0,5.0,1.0,IMC
Accident,GRAND COTEAU,LA,United States,Substantial,AIR TRACTOR,AT-401,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,MILWAUKEE,WI,United States,Substantial,PIPER,PA-46-310P,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,Bunkie,LA,United States,Destroyed,GRUMMAN-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Rock Springs,WY,United States,Destroyed,PIPER,PA-60-602P,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,Hazelton,ND,United States,Destroyed,GRUMMAN,G-164B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,QUINCY,WA,United States,Substantial,GRUMMAN,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Strathmore,CA,United States,Destroyed,BELL,47G-4A,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,FOUNTAIN HILLS,AZ,United States,Substantial,"MD HELICOPTERS, INC.",600N,1.0,Turbo Shaft,Business,0.0,0.0,3.0,1.0,VMC
Accident,PETERSBURG,NE,United States,Substantial,GRUMMAN-SCHWEIZER,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,KENMARE,ND,United States,Substantial,PIPER,PA-25-235,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,FABENS,TX,United States,Substantial,ROCKWELL,S-2R,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,TWIN FALLS,ID,United States,Substantial,SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,ALMOND,WI,United States,Substantial,CESSNA,188,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,RAYVILLE,LA,United States,Substantial,GRUMMAN,G164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WEST CHICAGO,IL,United States,Substantial,SWEARINGEN,SA226-T,2.0,Turbo Prop,Business,0.0,0.0,0.0,3.0,VMC
Accident,LUBBOCK,TX,United States,Substantial,HILLER,UH-12D,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,Atlantic,IA,United States,Destroyed,GRUMMAN-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Lydia,LA,United States,Destroyed,GRUMMAN,G-164B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,CORDOVA,AK,United States,Substantial,DE HAVILLAND,DHC-3,1.0,Reciprocating,Business,0.0,0.0,1.0,8.0,VMC
Accident,Lubbock,TX,United States,Destroyed,HUGHES,269-C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WATKINS,CO,United States,Substantial,BOEING,A75N1 (PT17),1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,SKAGWAY,AK,United States,Substantial,EUROCOPTER,AS 350 BA,1.0,Turbo Shaft,Business,0.0,0.0,0.0,1.0,VMC
Accident,INDIANAPOLIS,IN,United States,Substantial,BEECH,200,2.0,Turbo Prop,Business,0.0,0.0,0.0,9.0,IMC
Accident,PORT HEIDEN,AK,United States,Substantial,PIPER,PA-18,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,Eagle Lake,TX,United States,Destroyed,GRUMMAN,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,NORTH POLE,AK,United States,Substantial,CESSNA,182,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,GALENA,AK,United States,Substantial,CESSNA,206,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,AIKEN,TX,United States,Substantial,CESSNA,T188C,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,PAROWAN,UT,United States,Substantial,GRUMMAN-SCHWEIZER,G-164A,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,PARK RAPIDS,MN,United States,Substantial,BELL,206B-III,1.0,Turbo Shaft,Business,0.0,0.0,4.0,1.0,VMC
Accident,AURORA,MN,United States,Substantial,CESSNA,208,1.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,7.0,VMC
Accident,Plainview,TX,United States,Destroyed,WSK PZL MIELEC,PZL M18B,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,ANGIE,LA,United States,Substantial,AIR TRACTOR,402,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,DALLAS,TX,United States,Substantial,BEECH,C90,2.0,Turbo Prop,Business,0.0,1.0,0.0,1.0,VMC
Accident,WHITEVILLE,TN,United States,Substantial,CESSNA,188B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Morton,TX,United States,Destroyed,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,OSAGE BEACH,MO,United States,Substantial,BEECH,200,2.0,Turbo Prop,Business,0.0,0.0,0.0,1.0,VMC
Accident,Mt. Charleston,NV,United States,Destroyed,CESSNA,P210N,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,IMC
Accident,ANTON,TX,United States,Substantial,AIR TRACTOR,AT-301,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Winston Salem,NC,United States,Destroyed,CESSNA,310Q,2.0,Reciprocating,Business,1.0,0.0,0.0,1.0,VMC
Accident,Ogden,UT,United States,Destroyed,AGUSTA,A119,1.0,Turbo Shaft,Business,0.0,0.0,3.0,1.0,VMC
Accident,Graham,TX,United States,Destroyed,PIPER,PA-31T1,2.0,Turbo Prop,Executive/corporate,4.0,0.0,0.0,1.0,IMC
Accident,Benton,LA,United States,Destroyed,AIR TRACTOR,AT-802A,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,MADISON,MS,United States,Substantial,CESSNA,T310R,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,PEACHTREE CITY,GA,United States,Substantial,PIPER,PA-24-250,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,ST PAUL,MN,United States,Substantial,MITSUBISHI,MU-2B-40,2.0,Turbo Prop,Business,0.0,0.0,0.0,4.0,IMC
Accident,LAWRENCE,KS,United States,Substantial,DASSAULT AVIATION,Falcon 100,2.0,Turbo Jet,Executive/corporate,0.0,0.0,0.0,2.0,VMC
Accident,HALFWAY,OR,United States,Substantial,MAULE,M-7-235,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,SAN ANTONIO,TX,United States,Substantial,CESSNA,T210K,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC
Accident,Netarts,OR,United States,Destroyed,MOONEY,M20C,1.0,Reciprocating,Business,2.0,0.0,0.0,1.0,VMC
Accident,Jacksonville,FL,United States,Destroyed,PIPER,PA-32-260,1.0,Reciprocating,Business,4.0,0.0,0.0,1.0,IMC
Accident,Raleigh,NC,United States,Destroyed,PIPER,PA-46-350P,1.0,Reciprocating,Business,3.0,0.0,0.0,1.0,IMC
Accident,CLINTON,MO,United States,Substantial,PIPER,PA-34,2.0,Reciprocating,Business,0.0,0.0,2.0,1.0,IMC
Accident,GREAT FALLS,MT,United States,Substantial,CESSNA,210L,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC
Accident,OXFORD,MA,United States,Substantial,PIPER,PA-28-180,1.0,Reciprocating,Business,0.0,0.0,1.0,1.0,VMC
Accident,Temple,TX,United States,Destroyed,CESSNA,340A,2.0,Reciprocating,Business,3.0,2.0,0.0,1.0,VMC
Accident,FARMINGTON,NM,United States,Substantial,CESSNA,177,1.0,Reciprocating,Business,1.0,1.0,0.0,1.0,VMC
Accident,CHICAGO,IL,United States,Substantial,CESSNA,T210N,1.0,Reciprocating,Business,0.0,0.0,0.0,4.0,VMC
Accident,MARLBORO,MA,United States,Substantial,SOCATA,TB-9,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,American Fork,UT,United States,Destroyed,BEECH,V35B,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,IMC
Accident,AMES,IA,United States,Substantial,PIPER,PA-42-720,2.0,Turbo Prop,Business,0.0,0.0,0.0,7.0,IMC
Accident,Stonyford,CA,United States,Destroyed,PIPER,Aerostar 601P,2.0,Reciprocating,Business,1.0,0.0,0.0,1.0,VMC
Accident,Winfield,KS,United States,Destroyed,CESSNA,441,2.0,Turbo Prop,Business,2.0,0.0,0.0,1.0,IMC
Accident,Chester,CT,United States,Destroyed,BEECH,V35B,1.0,Reciprocating,Business,2.0,0.0,0.0,1.0,IMC
Accident,CAMDEN,AR,United States,Substantial,BEECH,200,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,8.0,IMC
Accident,Atlanta,GA,United States,Destroyed,PIPER,PA-32-300,1.0,Reciprocating,Business,4.0,0.0,0.0,1.0,IMC
Accident,MIAMI,FL,United States,Substantial,HILLER,UH12E,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,BELLE GLADE,FL,United States,Substantial,"SMITH, TED AEROSTAR",601P,2.0,Reciprocating,Business,0.0,1.0,0.0,1.0,VMC
Accident,EXETER,RI,United States,Substantial,ROCKWELL,500S,2.0,Reciprocating,Business,1.0,0.0,0.0,1.0,IMC
Accident,EXTENSION,LA,United States,Substantial,AIR TRACTOR,AT-502B,1.0,Turbo Prop,Aerial Application,1.0,0.0,0.0,1.0,VMC
Accident,SCHLATER,MS,United States,Substantial,AIR TRACTOR,AT-502,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,DIXON,CA,United States,Substantial,SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,DAYTON,WA,United States,Substantial,BELL/GARLICK,UH-1H,1.0,Turbo Shaft,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,WEST PLAINS,MO,United States,Substantial,CESSNA,182H,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,CALDWELL,ID,United States,Substantial,SKYSTAR AIRCRAFT CORP,Kitfox Lite Squared,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC
Accident,CASCADE,IA,United States,Substantial,SCHWEIZER,G-164A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,MANOKOTAK,AK,United States,Substantial,PIPER,PA-28-235,1.0,Reciprocating,Business,1.0,0.0,0.0,1.0,IMC
Accident,FORREST CITY,AR,United States,Substantial,CESSNA,188,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,HASTINGS,FL,United States,Substantial,AIR TRACTOR,AT-400A,1.0,Turbo Prop,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,FERRIDAY,LA,United States,Substantial,GRUMMAN-SCHWEIZER,G-164B,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,HORTENSE,GA,United States,Substantial,AEROSPATIALE,AS315B,1.0,Turbo Shaft,Aerial Application,0.0,0.0,1.0,1.0,VMC
Accident,ROCKFORD,WA,United States,Substantial,WSK PZL MIELEC,M-18A,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,1.0,VMC
Accident,PALESTINE,AR,United States,Substantial,AIR TRACTOR,502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,LAMESA,TX,United States,Substantial,AIR TRACTOR,AT-502,1.0,Turbo Prop,Aerial Application,0.0,0.0,1.0,1.0,VMC
